"raw.data$TreeID","Year","Alive","newRecruits","Ht","CanDiam1","CanDiam2","DBH","Ht.t.min.1","CanDiam1.tmin.1","CanDiam2.tmin.1","DBH.tmin.1"
"PJControl . LAI_Right . 3379 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3379 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3379 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3379 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3379 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3379 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3380 . 50",2013,1,NA,2.5,1.5,2.1,5.1,NA,NA,NA,NA
"PJControl . LAI_Right . 3380 . 50",2014,1,NA,2.6,2.13,1.77,5.3,2.5,1.5,2.1,5.1
"PJControl . LAI_Right . 3380 . 50",2015,1,NA,2.75,2,1.7,6,2.6,2.13,1.77,5.3
"PJControl . LAI_Right . 3380 . 50",2016,1,NA,2.65,2,1.68,5.2,2.75,2,1.7,6
"PJControl . LAI_Right . 3380 . 50",2017,1,NA,3,2.18,1.7,5.1,2.65,2,1.68,5.2
"PJControl . LAI_Right . 3380 . 50",2018,1,NA,2.9,2.38,1.35,NA,3,2.18,1.7,5.1
"PJControl . LAI_Right . 3380 . 50",2019,1,NA,2.9,2.35,1.85,NA,2.9,2.38,1.35,NA
"PJControl . LAI_Right . 3380 . 50",2021,1,NA,3,2.35,1.5,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3380 . 50",2022,1,NA,2.8,2.26,2.03,NA,3,2.35,1.5,NA
"PJControl . LAI_Right . 3381 . 50",2013,1,NA,1.8,1,1.3,1.9,NA,NA,NA,NA
"PJControl . LAI_Right . 3381 . 50",2014,1,NA,1.8,1.25,1.12,2.6,1.8,1,1.3,1.9
"PJControl . LAI_Right . 3381 . 50",2015,1,NA,1.9,1.3,1.1,3.2,1.8,1.25,1.12,2.6
"PJControl . LAI_Right . 3381 . 50",2016,1,NA,1.95,1.2,1.15,2.3,1.9,1.3,1.1,3.2
"PJControl . LAI_Right . 3381 . 50",2017,1,NA,2.2,1.22,1.35,3.3,1.95,1.2,1.15,2.3
"PJControl . LAI_Right . 3381 . 50",2018,1,NA,2.1,1.33,1.36,NA,2.2,1.22,1.35,3.3
"PJControl . LAI_Right . 3381 . 50",2019,1,NA,2.2,1.45,1.4,NA,2.1,1.33,1.36,NA
"PJControl . LAI_Right . 3381 . 50",2021,1,NA,2.45,1.58,1.53,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3381 . 50",2022,1,NA,2.49,1.73,1.49,NA,2.45,1.58,1.53,NA
"PJControl . LAI_Right . 3386 . 50",2015,1,1,1,0.6,0.55,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3386 . 50",2016,1,NA,1.1,0.72,0.69,NA,1,0.6,0.55,NA
"PJControl . LAI_Right . 3386 . 50",2017,1,NA,1.26,0.64,0.79,NA,1.1,0.72,0.69,NA
"PJControl . LAI_Right . 3386 . 50",2018,1,NA,1.4,0.88,0.77,NA,1.26,0.64,0.79,NA
"PJControl . LAI_Right . 3386 . 50",2019,1,NA,1.48,0.94,0.81,NA,1.4,0.88,0.77,NA
"PJControl . LAI_Right . 3386 . 50",2021,1,NA,1.51,0.93,0.76,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3386 . 50",2022,1,NA,1.61,0.94,0.91,NA,1.51,0.93,0.76,NA
"PJControl . LAI_Right . 3387 . 50",2015,1,1,1.05,0.97,0.73,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3387 . 50",2016,1,NA,1.18,1.1,0.85,NA,1.05,0.97,0.73,NA
"PJControl . LAI_Right . 3387 . 50",2017,1,NA,1.4,1.07,0.94,NA,1.18,1.1,0.85,NA
"PJControl . LAI_Right . 3387 . 50",2018,1,NA,1.4,1.21,1.11,NA,1.4,1.07,0.94,NA
"PJControl . LAI_Right . 3387 . 50",2019,1,NA,1.42,1.24,1.07,NA,1.4,1.21,1.11,NA
"PJControl . LAI_Right . 3387 . 50",2021,1,NA,1.48,1.14,1.01,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3387 . 50",2022,1,NA,1.5,1.17,0.93,NA,1.48,1.14,1.01,NA
"PJControl . LAI_Right . 3599 . 50",2016,1,1,0.8,1,0.74,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3599 . 50",2017,1,NA,0.8,0.97,1.02,NA,0.8,1,0.74,NA
"PJControl . LAI_Right . 3599 . 50",2018,1,NA,0.79,1.03,0.79,NA,0.8,0.97,1.02,NA
"PJControl . LAI_Right . 3599 . 50",2019,0,NA,NA,NA,NA,NA,0.79,1.03,0.79,NA
"PJControl . LAI_Right . 3599 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3599 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3601 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3601 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3601 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3601 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3601 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3601 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3602 . 50",2016,1,1,0.6,0.62,0.55,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3602 . 50",2017,1,NA,0.65,0.71,0.51,NA,0.6,0.62,0.55,NA
"PJControl . LAI_Right . 3602 . 50",2018,1,NA,0.6,0.69,0.58,NA,0.65,0.71,0.51,NA
"PJControl . LAI_Right . 3602 . 50",2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3602 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3603 . 50",2016,1,1,0.52,0.59,0.49,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3603 . 50",2017,1,NA,0.6,0.61,0.56,NA,0.52,0.59,0.49,NA
"PJControl . LAI_Right . 3603 . 50",2018,1,NA,0.7,0.6,0.6,NA,0.6,0.61,0.56,NA
"PJControl . LAI_Right . 3603 . 50",2019,0,NA,NA,NA,NA,NA,0.7,0.6,0.6,NA
"PJControl . LAI_Right . 3603 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3603 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3604 . 50",2016,1,1,1.15,0.6,0.93,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3604 . 50",2017,1,NA,1.3,0.91,1.02,NA,1.15,0.6,0.93,NA
"PJControl . LAI_Right . 3604 . 50",2018,1,NA,1.4,1.09,0.93,NA,1.3,0.91,1.02,NA
"PJControl . LAI_Right . 3604 . 50",2019,1,NA,1.43,0.93,0.86,NA,1.4,1.09,0.93,NA
"PJControl . LAI_Right . 3604 . 50",2021,1,NA,1.6,0.97,0.85,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3604 . 50",2022,1,NA,1.7,1.03,1.02,NA,1.6,0.97,0.85,NA
"PJControl . LAI_Right . 3605 . 50",2016,1,1,0.55,0.58,0.42,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3605 . 50",2017,1,NA,0.6,0.51,0.3,NA,0.55,0.58,0.42,NA
"PJControl . LAI_Right . 3605 . 50",2018,1,NA,0.6,0.42,0.48,NA,0.6,0.51,0.3,NA
"PJControl . LAI_Right . 3605 . 50",2019,0,NA,NA,NA,NA,NA,0.6,0.42,0.48,NA
"PJControl . LAI_Right . 3605 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3605 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3607 . 50",2016,1,1,0.9,0.61,0.48,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3607 . 50",2017,1,NA,0.9,0.56,0.41,NA,0.9,0.61,0.48,NA
"PJControl . LAI_Right . 3607 . 50",2018,1,NA,0.9,0.57,0.54,NA,0.9,0.56,0.41,NA
"PJControl . LAI_Right . 3607 . 50",2019,0,NA,NA,NA,NA,NA,0.9,0.57,0.54,NA
"PJControl . LAI_Right . 3607 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Right . 3607 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 72 . 35",2012,1,NA,5.2,NA,NA,17.9,NA,NA,NA,NA
"PJControl . Left . 72 . 35",2013,1,NA,NA,NA,NA,NA,5.2,NA,NA,17.9
"PJControl . Left . 73 . 35",2012,1,NA,4.1,NA,NA,10.7,NA,NA,NA,NA
"PJControl . Left . 73 . 35",2013,1,NA,4,2.6,2.3,11.9,4.1,NA,NA,10.7
"PJControl . Left . 73 . 35",2014,0,NA,NA,NA,NA,NA,4,2.6,2.3,11.9
"PJControl . Left . 73 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 73 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 73 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 73 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 73 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 73 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 73 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 76 . 35",2012,1,NA,3.1,NA,NA,5.7,NA,NA,NA,NA
"PJControl . Left . 76 . 35",2013,1,NA,3.3,1.2,1.4,6.5,3.1,NA,NA,5.7
"PJControl . Left . 76 . 35",2014,1,NA,3,1.92,1.73,6.4,3.3,1.2,1.4,6.5
"PJControl . Left . 76 . 35",2015,0,NA,NA,NA,NA,NA,3,1.92,1.73,6.4
"PJControl . Left . 76 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 76 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 76 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 76 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 76 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 76 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 77 . 35",2012,1,NA,2.6,NA,NA,5.8,NA,NA,NA,NA
"PJControl . Left . 77 . 35",2013,1,NA,2.6,0.9,2.5,8,2.6,NA,NA,5.8
"PJControl . Left . 77 . 35",2014,1,NA,2.6,2.65,2.2,7.8,2.6,0.9,2.5,8
"PJControl . Left . 77 . 35",2015,0,NA,NA,NA,NA,NA,2.6,2.65,2.2,7.8
"PJControl . Left . 77 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 77 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 77 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 77 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 77 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 77 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 80 . 35",2012,1,NA,4.1,NA,NA,9.8,NA,NA,NA,NA
"PJControl . Left . 80 . 35",2013,1,NA,4.1,2.3,2.2,10.5,4.1,NA,NA,9.8
"PJControl . Left . 80 . 35",2014,0,NA,NA,NA,NA,NA,4.1,2.3,2.2,10.5
"PJControl . Left . 80 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 80 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2012,1,NA,3.9,NA,NA,9.7,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2013,1,NA,4,2.3,2.1,9.8,3.9,NA,NA,9.7
"PJControl . Left . 81 . 35",2014,0,NA,NA,NA,NA,NA,4,2.3,2.1,9.8
"PJControl . Left . 81 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 81 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2012,1,NA,3.5,NA,NA,4.2,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2013,1,NA,3.4,0.9,1.4,4.3,3.5,NA,NA,4.2
"PJControl . Left . 83 . 35",2014,0,NA,NA,NA,NA,NA,3.4,0.9,1.4,4.3
"PJControl . Left . 83 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 83 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 86 . 35",2012,1,NA,2.74,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 86 . 35",2013,1,NA,2.8,2.75,1.9,8.1,2.74,NA,NA,NA
"PJControl . Left . 86 . 35",2014,0,NA,NA,NA,NA,NA,2.8,2.75,1.9,8.1
"PJControl . Left . 86 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2012,1,NA,2.9,NA,NA,3.4,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2013,1,NA,2.8,1,0.9,3.7,2.9,NA,NA,3.4
"PJControl . Left . 89 . 35",2014,0,NA,NA,NA,NA,NA,2.8,1,0.9,3.7
"PJControl . Left . 89 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 89 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2012,1,NA,3.5,NA,NA,6,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2013,0,NA,NA,NA,NA,NA,3.5,NA,NA,6
"PJControl . Left . 90 . 35",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 90 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2012,1,NA,3.24,NA,NA,5.6,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2013,0,NA,NA,NA,NA,NA,3.24,NA,NA,5.6
"PJControl . Left . 91 . 35",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 91 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2012,1,NA,4,NA,NA,10.9,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2013,0,NA,NA,NA,NA,NA,4,NA,NA,10.9
"PJControl . Left . 92 . 35",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 92 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2012,1,NA,2.3,NA,NA,3.1,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2013,1,NA,2.3,1,0.8,3.2,2.3,NA,NA,3.1
"PJControl . Left . 96 . 35",2014,0,NA,NA,NA,NA,NA,2.3,1,0.8,3.2
"PJControl . Left . 96 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 96 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2012,1,NA,4,NA,NA,10.4,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2013,0,NA,NA,NA,NA,NA,4,NA,NA,10.4
"PJControl . Left . 97 . 35",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 97 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 98 . 35",2012,1,NA,3.9,NA,NA,8.7,NA,NA,NA,NA
"PJControl . Left . 98 . 35",2013,1,NA,4,3.8,3.2,8.8,3.9,NA,NA,8.7
"PJControl . Left . 98 . 35",2014,0,NA,NA,NA,NA,NA,4,3.8,3.2,8.8
"PJControl . Left . 98 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 99 . 35",2012,1,NA,3.2,NA,NA,6.8,NA,NA,NA,NA
"PJControl . Left . 99 . 35",2013,1,NA,3.2,3.2,2.9,7.1,3.2,NA,NA,6.8
"PJControl . Left . 99 . 35",2014,0,NA,NA,NA,NA,NA,3.2,3.2,2.9,7.1
"PJControl . Left . 99 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 99 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 99 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 99 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 99 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 369 . 35",2013,1,NA,2.4,1.1,1.3,NA,NA,NA,NA,NA
"PJControl . Left . 369 . 35",2014,1,NA,2.42,1.4,1.1,2.5,2.4,1.1,1.3,NA
"PJControl . Left . 369 . 35",2015,1,NA,2.4,1.47,1.12,2.5,2.42,1.4,1.1,2.5
"PJControl . Left . 369 . 35",2016,1,NA,2.4,1.52,1.26,2.5,2.4,1.47,1.12,2.5
"PJControl . Left . 369 . 35",2017,1,NA,2.45,1.45,1.3,2.8,2.4,1.52,1.26,2.5
"PJControl . Left . 369 . 35",2018,1,NA,2.6,1.37,1.28,NA,2.45,1.45,1.3,2.8
"PJControl . Left . 369 . 35",2019,1,NA,2.55,1.1,1,NA,2.6,1.37,1.28,NA
"PJControl . Left . 369 . 35",2021,1,NA,2.7,0.82,0.77,NA,NA,NA,NA,NA
"PJControl . Left . 369 . 35",2022,1,NA,2.4,1.14,0.76,NA,2.7,0.82,0.77,NA
"PJControl . Left . 372 . 35",2013,1,NA,2.9,1.1,1.8,3.3,NA,NA,NA,NA
"PJControl . Left . 372 . 35",2014,1,NA,2.9,1.3,1.5,4.1,2.9,1.1,1.8,3.3
"PJControl . Left . 372 . 35",2015,1,NA,2.9,1.54,1.42,3.3,2.9,1.3,1.5,4.1
"PJControl . Left . 372 . 35",2016,1,NA,2.9,1.33,1.44,4.3,2.9,1.54,1.42,3.3
"PJControl . Left . 372 . 35",2017,1,NA,2.8,1.33,1.55,3.4,2.9,1.33,1.44,4.3
"PJControl . Left . 372 . 35",2018,1,NA,2.9,1.58,1.37,NA,2.8,1.33,1.55,3.4
"PJControl . Left . 372 . 35",2019,1,NA,2.8,1.57,1.37,NA,2.9,1.58,1.37,NA
"PJControl . Left . 372 . 35",2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 372 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2012,1,NA,3.7,NA,NA,8.8,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2013,1,NA,4.1,2.3,2,8.9,3.7,NA,NA,8.8
"PJControl . Left . 519 . 35",2014,0,NA,NA,NA,NA,NA,4.1,2.3,2,8.9
"PJControl . Left . 519 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 519 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 520 . 35",2012,1,NA,3.6,NA,NA,7.9,NA,NA,NA,NA
"PJControl . Left . 520 . 35",2013,1,NA,3.6,2.1,2.5,8.4,3.6,NA,NA,7.9
"PJControl . Left . 520 . 35",2014,0,NA,NA,NA,NA,NA,3.6,2.1,2.5,8.4
"PJControl . Left . 520 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 520 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2012,1,NA,2.6,NA,NA,4.2,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2013,1,NA,2.7,1.9,2,4.9,2.6,NA,NA,4.2
"PJControl . Left . 521 . 35",2014,0,NA,NA,NA,NA,NA,2.7,1.9,2,4.9
"PJControl . Left . 521 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 521 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2012,1,NA,3.6,NA,NA,9.6,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2013,1,NA,3.8,1.8,2.3,10.3,3.6,NA,NA,9.6
"PJControl . Left . 522 . 35",2014,0,NA,NA,NA,NA,NA,3.8,1.8,2.3,10.3
"PJControl . Left . 522 . 35",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 522 . 35",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . Left . 523 . 35",2012,1,NA,3.7,NA,NA,5.8,NA,NA,NA,NA
"PJControl . Left . 523 . 35",2013,1,NA,3.7,1.1,0.9,7.1,3.7,NA,NA,5.8
