"raw.data$TreeID","Year","Alive","newRecruits","Ht","CanDiam1","CanDiam2","DBH","Ht.t.min.1","CanDiam1.tmin.1","CanDiam2.tmin.1","DBH.tmin.1"
"PJControl . LAI_Left . 3507 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3507 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3507 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3507 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3507 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3507 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3507 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3508 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3509 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3509 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3509 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3510 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3510 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3510 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3510 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3515 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2013,1,NA,4.2,3.1,1.3,8.5,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2014,0,NA,NA,NA,NA,NA,4.2,3.1,1.3,8.5
"PJControl . LAI_Left . 3517 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3517 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3519 . 50",2013,1,NA,1.4,0.9,0.9,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3519 . 50",2014,1,NA,1.2,0.85,0.8,NA,1.4,0.9,0.9,NA
"PJControl . LAI_Left . 3519 . 50",2015,1,NA,1.2,0.91,0.67,NA,1.2,0.85,0.8,NA
"PJControl . LAI_Left . 3519 . 50",2016,1,NA,1.1,0.91,0.83,NA,1.2,0.91,0.67,NA
"PJControl . LAI_Left . 3519 . 50",2017,1,NA,1.1,0.83,0.65,NA,1.1,0.91,0.83,NA
"PJControl . LAI_Left . 3519 . 50",2018,1,NA,1.1,1.03,0.9,NA,1.1,0.83,0.65,NA
"PJControl . LAI_Left . 3519 . 50",2019,1,NA,1.06,1.01,0.92,NA,1.1,1.03,0.9,NA
"PJControl . LAI_Left . 3519 . 50",2021,1,NA,1.1,0.9,0.75,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3519 . 50",2022,1,NA,1.18,1.01,0.7,NA,1.1,0.9,0.75,NA
"PJControl . LAI_Left . 3522 . 50",2013,1,NA,1.2,0.6,0.8,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3522 . 50",2014,1,NA,1.1,1,0.8,NA,1.2,0.6,0.8,NA
"PJControl . LAI_Left . 3522 . 50",2015,1,NA,1.2,0.83,0.76,NA,1.1,1,0.8,NA
"PJControl . LAI_Left . 3522 . 50",2016,1,NA,1.2,1.12,0.91,NA,1.2,0.83,0.76,NA
"PJControl . LAI_Left . 3522 . 50",2017,1,NA,1.2,1.17,0.57,NA,1.2,1.12,0.91,NA
"PJControl . LAI_Left . 3522 . 50",2018,1,NA,1.2,1.14,0.48,NA,1.2,1.17,0.57,NA
"PJControl . LAI_Left . 3522 . 50",2019,1,NA,1.25,0.86,0.74,NA,1.2,1.14,0.48,NA
"PJControl . LAI_Left . 3522 . 50",2021,1,NA,1.3,1.2,0.22,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3522 . 50",2022,1,NA,1.43,1.01,0.77,NA,1.3,1.2,0.22,NA
"PJControl . LAI_Left . 3523 . 50",2013,1,NA,4,3,1.4,9.2,NA,NA,NA,NA
"PJControl . LAI_Left . 3523 . 50",2014,0,NA,NA,NA,NA,NA,4,3,1.4,9.2
"PJControl . LAI_Left . 3523 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3523 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3523 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3523 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3523 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3523 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3525 . 50",2013,1,NA,3.4,2.5,2.1,6.5,NA,NA,NA,NA
"PJControl . LAI_Left . 3525 . 50",2014,0,NA,NA,NA,NA,NA,3.4,2.5,2.1,6.5
"PJControl . LAI_Left . 3525 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3526 . 50",2013,1,NA,3.2,2.9,1.4,5.6,NA,NA,NA,NA
"PJControl . LAI_Left . 3526 . 50",2014,0,NA,NA,NA,NA,NA,3.2,2.9,1.4,5.6
"PJControl . LAI_Left . 3526 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3526 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3526 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3526 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3526 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3528 . 50",2013,1,NA,1.4,1.6,0.9,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3528 . 50",2014,1,NA,1.8,1.6,1.2,NA,1.4,1.6,0.9,NA
"PJControl . LAI_Left . 3528 . 50",2015,1,NA,1.6,1.5,1.28,NA,1.8,1.6,1.2,NA
"PJControl . LAI_Left . 3528 . 50",2016,1,NA,1.6,1.27,1.51,NA,1.6,1.5,1.28,NA
"PJControl . LAI_Left . 3528 . 50",2017,1,NA,1.6,1.5,1.39,2.8,1.6,1.27,1.51,NA
"PJControl . LAI_Left . 3528 . 50",2018,1,NA,1.5,1.54,1.25,NA,1.6,1.5,1.39,2.8
"PJControl . LAI_Left . 3528 . 50",2019,1,NA,1.5,1.68,1.17,NA,1.5,1.54,1.25,NA
"PJControl . LAI_Left . 3528 . 50",2021,1,NA,1.53,1.15,0.8,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3528 . 50",2022,1,NA,1.6,1.37,0.89,NA,1.53,1.15,0.8,NA
"PJControl . LAI_Left . 3529 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3529 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3530 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3531 . 50",2013,1,NA,3.7,1.85,2,8.3,NA,NA,NA,NA
"PJControl . LAI_Left . 3531 . 50",2014,0,NA,NA,NA,NA,NA,3.7,1.85,2,8.3
"PJControl . LAI_Left . 3531 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3531 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3534 . 50",2013,1,NA,1,1.2,0.75,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3534 . 50",2014,0,NA,NA,NA,NA,NA,1,1.2,0.75,NA
"PJControl . LAI_Left . 3534 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3534 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3534 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3534 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3534 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3534 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2013,1,NA,4.6,3.6,3.1,17,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2014,0,NA,NA,NA,NA,NA,4.6,3.6,3.1,17
"PJControl . LAI_Left . 3535 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3535 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3536 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3538 . 50",2013,1,NA,4.5,1.85,2,10.9,NA,NA,NA,NA
"PJControl . LAI_Left . 3538 . 50",2014,0,NA,NA,NA,NA,NA,4.5,1.85,2,10.9
"PJControl . LAI_Left . 3538 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3538 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3538 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3538 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3538 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3538 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3541 . 50",2013,1,NA,4.4,1.65,1.95,8.4,NA,NA,NA,NA
"PJControl . LAI_Left . 3541 . 50",2014,0,NA,NA,NA,NA,NA,4.4,1.65,1.95,8.4
"PJControl . LAI_Left . 3541 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3541 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3542 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3543 . 50",2013,1,NA,1,1.2,0.75,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3543 . 50",2014,1,NA,1.1,1.15,1,NA,1,1.2,0.75,NA
"PJControl . LAI_Left . 3543 . 50",2015,1,NA,1.1,0.91,1.08,NA,1.1,1.15,1,NA
"PJControl . LAI_Left . 3543 . 50",2016,1,NA,1.15,1.12,0.92,NA,1.1,0.91,1.08,NA
"PJControl . LAI_Left . 3543 . 50",2017,1,NA,1.3,0.8,1.6,NA,1.15,1.12,0.92,NA
"PJControl . LAI_Left . 3543 . 50",2018,1,NA,1.3,1.4,0.95,NA,1.3,0.8,1.6,NA
"PJControl . LAI_Left . 3543 . 50",2019,1,NA,1.41,1,0.94,NA,1.3,1.4,0.95,NA
"PJControl . LAI_Left . 3543 . 50",2021,1,NA,1.52,1.08,1.02,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3543 . 50",2022,1,NA,1.6,1.25,0.86,NA,1.52,1.08,1.02,NA
"PJControl . LAI_Left . 3545 . 50",2013,1,NA,1.7,1.55,1.25,5.1,NA,NA,NA,NA
"PJControl . LAI_Left . 3545 . 50",2014,1,NA,1.5,1.39,1.1,NA,1.7,1.55,1.25,5.1
"PJControl . LAI_Left . 3545 . 50",2015,1,NA,1.6,1.36,1.22,NA,1.5,1.39,1.1,NA
"PJControl . LAI_Left . 3545 . 50",2016,0,NA,NA,NA,NA,NA,1.6,1.36,1.22,NA
"PJControl . LAI_Left . 3545 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2013,1,NA,4.1,3.86,3.65,12.9,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2014,0,NA,NA,NA,NA,NA,4.1,3.86,3.65,12.9
"PJControl . LAI_Left . 3547 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3547 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2013,1,NA,4.3,2.9,3,15.3,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2014,0,NA,NA,NA,NA,NA,4.3,2.9,3,15.3
"PJControl . LAI_Left . 3548 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3548 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3550 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3551 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3553 . 50",2013,1,NA,1.1,1.7,1.2,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3553 . 50",2014,1,NA,1.2,1.47,1.3,NA,1.1,1.7,1.2,NA
"PJControl . LAI_Left . 3553 . 50",2015,1,NA,1.2,1.98,1.56,NA,1.2,1.47,1.3,NA
"PJControl . LAI_Left . 3553 . 50",2016,1,NA,1.2,1.91,1.5,NA,1.2,1.98,1.56,NA
"PJControl . LAI_Left . 3553 . 50",2017,1,NA,1.12,1.97,1.23,NA,1.2,1.91,1.5,NA
"PJControl . LAI_Left . 3553 . 50",2018,1,NA,1.2,1.93,1.34,NA,1.12,1.97,1.23,NA
"PJControl . LAI_Left . 3553 . 50",2019,1,NA,2.04,1.36,1.06,NA,1.2,1.93,1.34,NA
"PJControl . LAI_Left . 3553 . 50",2021,1,NA,1.8,1.3,0.9,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3553 . 50",2022,1,NA,2.02,1.35,0.85,NA,1.8,1.3,0.9,NA
"PJControl . LAI_Left . 3554 . 50",2013,1,NA,3.1,1.8,1.5,6,NA,NA,NA,NA
"PJControl . LAI_Left . 3554 . 50",2014,1,NA,3.1,1.9,2.23,6.2,3.1,1.8,1.5,6
"PJControl . LAI_Left . 3554 . 50",2015,1,NA,3.1,2,2.03,6.2,3.1,1.9,2.23,6.2
"PJControl . LAI_Left . 3554 . 50",2016,1,NA,3.1,1.84,1.39,6.2,3.1,2,2.03,6.2
"PJControl . LAI_Left . 3554 . 50",2017,1,NA,3.1,1.96,1.55,6.3,3.1,1.84,1.39,6.2
"PJControl . LAI_Left . 3554 . 50",2018,1,NA,3.1,2.02,1.53,NA,3.1,1.96,1.55,6.3
"PJControl . LAI_Left . 3554 . 50",2019,1,NA,3.2,1.92,1.63,NA,3.1,2.02,1.53,NA
"PJControl . LAI_Left . 3554 . 50",2021,1,NA,3.3,1.5,1.5,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3554 . 50",2022,1,NA,3.1,1.5,1.38,NA,3.3,1.5,1.5,NA
"PJControl . LAI_Left . 3555 . 50",2013,1,NA,1.7,0.8,0.6,3.2,NA,NA,NA,NA
"PJControl . LAI_Left . 3555 . 50",2014,1,NA,1.5,1.75,1.27,2.95,1.7,0.8,0.6,3.2
"PJControl . LAI_Left . 3555 . 50",2015,1,NA,1.4,2.1,1.55,2.8,1.5,1.75,1.27,2.95
"PJControl . LAI_Left . 3555 . 50",2016,1,NA,1.4,2.45,1.29,3,1.4,2.1,1.55,2.8
"PJControl . LAI_Left . 3555 . 50",2017,1,NA,1.04,2.56,1.33,3,1.4,2.45,1.29,3
"PJControl . LAI_Left . 3555 . 50",2018,1,NA,1,2.7,1,NA,1.04,2.56,1.33,3
"PJControl . LAI_Left . 3555 . 50",2019,1,NA,2.72,1.21,0.56,NA,1,2.7,1,NA
"PJControl . LAI_Left . 3555 . 50",2021,1,NA,2.7,1.2,0.5,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3555 . 50",2022,1,NA,1.64,1.869,0.54,NA,2.7,1.2,0.5,NA
"PJControl . LAI_Left . 3556 . 50",2013,1,NA,1.8,1.25,0.87,2.8,NA,NA,NA,NA
"PJControl . LAI_Left . 3556 . 50",2014,1,NA,1.8,1.46,1.07,2.8,1.8,1.25,0.87,2.8
"PJControl . LAI_Left . 3556 . 50",2015,1,NA,1.9,1.25,0.86,2.2,1.8,1.46,1.07,2.8
"PJControl . LAI_Left . 3556 . 50",2016,1,NA,1.85,1.3,1.06,2.8,1.9,1.25,0.86,2.2
"PJControl . LAI_Left . 3556 . 50",2017,1,NA,1.9,1.06,0.83,3,1.85,1.3,1.06,2.8
"PJControl . LAI_Left . 3556 . 50",2018,1,NA,1.9,1.35,0.8,NA,1.9,1.06,0.83,3
"PJControl . LAI_Left . 3556 . 50",2019,0,NA,NA,NA,NA,NA,1.9,1.35,0.8,NA
"PJControl . LAI_Left . 3556 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3556 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3561 . 50",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3561 . 50",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3563 . 50",2013,1,NA,5.6,5.2,3.4,20,NA,NA,NA,NA
"PJControl . LAI_Left . 3563 . 50",2014,1,NA,6.3,5.15,3.1,19.8,5.6,5.2,3.4,20
"PJControl . LAI_Left . 3563 . 50",2015,1,NA,6.2,5.04,3.38,19.7,6.3,5.15,3.1,19.8
"PJControl . LAI_Left . 3563 . 50",2016,0,NA,NA,NA,NA,NA,6.2,5.04,3.38,19.7
"PJControl . LAI_Left . 3563 . 50",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3563 . 50",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3563 . 50",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3563 . 50",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJControl . LAI_Left . 3563 . 50",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
