Year,Site,Species,Plot_Subplot,Plot,Subplot,Field_ID,Arroyo,Age,Size,Location,Dead_Canopy,Fruit_Count,Tree_Status,Tree_Height,CanopyMajorAxis,CanopyMinorAxis
1997,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,70,NA,NA,NA,NA
1998,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2004,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,7,NA,NA,NA,NA
2005,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,60,NA,NA,NA,NA
2006,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,3,NA,NA,NA,NA
2007,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,22,NA,NA,NA,NA
2011,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,35,NA,NA,NA,NA
2016,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.1,1,1,4,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.1,1,1,4,n,M,NA,NA,10,100.25,NA,NA,NA,NA
1997,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,300,NA,NA,NA,NA
1998,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2000,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2001,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,7,NA,NA,NA,NA
2002,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,90,NA,NA,NA,NA
2004,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,25,NA,NA,NA,NA
2005,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,7,NA,NA,NA,NA
2006,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2007,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,29,NA,NA,NA,NA
2008,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,1.5,NA,NA,NA,NA
2009,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,85,NA,NA,NA,NA
2011,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,130,NA,NA,NA,NA
2016,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,135,NA,NA,NA,NA
2018,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.1,1,1,7,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.1,1,1,7,n,O,NA,NA,10,286.5,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,315,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,5,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,2,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,2,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,5,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,170,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,3,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,5,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,110,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,5,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,60,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,4,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,90,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,10,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,9,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,9,n,O,NA,NA,25,77,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,120,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,5,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,5,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,1,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,10,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,30,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,6,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,35,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,25,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,1.5,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,115,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,3,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,75,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,65,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,12,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,12,n,M,NA,NA,25,82,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,10,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,2,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0.5,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,3,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,15,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,7,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,45,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,14,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,14,n,M,NA,NA,15,0.25,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,85,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,12,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0.1,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,15,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,15,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,15,n,Y,NA,NA,20,0.75,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,16,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,16,n,Y,NA,NA,10,0,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,150,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0.5,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,35,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,22,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,110,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,5,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,80,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,1,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,23,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0.1,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,45,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,18,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,85,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,18,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,18,n,M,NA,NA,50,9.5,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,10,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,1,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0.1,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,20,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,8,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0.3,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0.1,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,25,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,6,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,22,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,55,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,19,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,19,n,M,NA,NA,15,6.75,NA,NA,NA,NA
1997,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,270,NA,NA,NA,NA
1998,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0.2,NA,NA,NA,NA
2002,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,80,NA,NA,NA,NA
2004,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,40,NA,NA,NA,NA
2005,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,110,NA,NA,NA,NA
2006,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,15,NA,NA,NA,NA
2008,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,90,NA,NA,NA,NA
2011,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,8,NA,NA,NA,NA
2013,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,35,NA,NA,NA,NA
2016,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.2,1,2,23,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.2,1,2,23,n,Y,NA,NA,5,23.75,NA,NA,NA,NA
1997,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,420,NA,NA,NA,NA
1998,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2000,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,4,NA,NA,NA,NA
2004,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2005,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,5,NA,NA,NA,NA
2006,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,6,NA,NA,NA,NA
2011,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,80,NA,NA,NA,NA
2013,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,6,NA,NA,NA,NA
2016,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,NA,NA,NA,NA,NA
