Year,Site,Species,Plot_Subplot,Plot,Subplot,Field_ID,Arroyo,Age,Size,Location,Dead_Canopy,Fruit_Count,Tree_Status,Tree_Height,CanopyMajorAxis,CanopyMinorAxis
2000,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,0,NA,NA,NA,NA
2001,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,0,NA,NA,NA,NA
2002,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,0,NA,NA,NA,NA
2003,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,25,NA,NA,NA,NA
2004,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,1,NA,NA,NA,NA
2005,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,55,NA,NA,NA,NA
2006,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,4,NA,NA,NA,NA
2007,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,40,NA,NA,NA,NA
2008,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,8,NA,NA,NA,NA
2009,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,NA,120,NA,NA,NA,NA
2011,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,NA,35,NA,NA,NA,NA
2014,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,220,NA,NA,NA,NA
2016,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,0,NA,NA,NA,NA
2017,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,2,NA,NA,NA,NA
2018,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,0,0,NA,NA,NA,NA
2019,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,10,19,NA,2.6,4.875,4.075
2021,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,10,2.666666667,NA,2.6,4.875,4.075
2022,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,10,0,NA,2.6,4.875,4.075
2023,GD,JUMO,1.4,1,4,4954,n,M,NA,NA,5,177,NA,NA,NA,NA
1997,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,NA,NA,NA,NA,NA
1998,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
1999,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2000,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2001,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2002,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2003,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2004,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,1,NA,NA,NA,NA
2005,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2006,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2007,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2008,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2009,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2011,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2013,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2016,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2017,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2018,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,0,0,NA,NA,NA,NA
2019,GD,JUMO,2.1,2,1,4956,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
1997,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,NA,NA,NA,NA,NA
1998,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,0,NA,NA,NA,NA
1999,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,0,NA,NA,NA,NA
2000,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,100,NA,NA,NA,NA
2001,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,15,NA,NA,NA,NA
2002,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,0,NA,NA,NA,NA
2003,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,45,NA,NA,NA,NA
2004,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,0,NA,NA,NA,NA
2005,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,18,NA,NA,NA,NA
2006,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,0,NA,NA,NA,NA
2007,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,3,NA,NA,NA,NA
2008,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,0,0,NA,NA,NA,NA
2009,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,NA,15,NA,NA,NA,NA
2011,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2013,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,NA,120,NA,NA,NA,NA
2014,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,GD,JUMO,2.1,2,1,4957,n,M,NA,NA,0,4,NA,NA,NA,NA
2016,GD,JUMO,2.1,2,1,4957,n,M,NA,NA,0,0,NA,NA,NA,NA
2017,GD,JUMO,2.1,2,1,4957,n,M,NA,NA,0,260,NA,NA,NA,NA
2018,GD,JUMO,2.1,2,1,4957,n,M,NA,NA,0,0,NA,NA,NA,NA
2019,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,10,3,NA,2.5,4.445,3.6
2021,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,10,2.666666667,NA,2.5,4.445,3.6
2022,GD,JUMO,2.1,2,1,4957,n,Y,NA,NA,10,0,NA,2.5,4.445,3.6
2023,GD,JUMO,2.1,2,1,4957,n,M,NA,NA,5,171.5,NA,NA,NA,NA
1997,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,NA,NA,NA,NA,NA
1998,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,NA,NA,NA,NA,NA
1999,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2000,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2001,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,3,NA,NA,NA,NA
2002,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2003,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2004,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,5,NA,NA,NA,NA
2005,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2006,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2007,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,4,NA,NA,NA,NA
2008,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2009,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2010,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2011,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2012,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2013,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2014,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2015,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2016,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2017,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2018,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2019,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,NA,NA,NA,NA,NA
2020,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,NA,NA,NA,NA,NA
2021,GD,QUTU2,2.2,2,2,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2022,GD,QUTU2,2.2,2,2,4959,n,NA,9,NA,NA,0,NA,NA,NA,NA
2023,GD,QUTU2,2.1,2,1,4959,n,NA,9,NA,NA,NA,NA,NA,NA,NA
1997,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,NA,NA,NA,NA,NA
1998,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,NA,NA,NA,NA,NA
1999,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2000,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2001,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,18,NA,NA,NA,NA
2002,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2003,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2004,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,31,NA,NA,NA,NA
2005,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2006,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2007,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,19,NA,NA,NA,NA
2008,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2009,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2010,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,2,NA,NA,NA,NA
2011,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2012,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2013,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2014,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2015,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2016,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2017,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2018,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2019,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,NA,NA,NA,NA,NA
2020,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,NA,NA,NA,NA,NA
2021,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2022,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,0,NA,NA,NA,NA
2023,GD,QUTU2,2.2,2,2,4960,n,NA,13.6,JN 4964,NA,NA,NA,NA,NA,NA
1997,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,NA,NA,NA,NA,NA
1998,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,85,NA,NA,NA,NA
1999,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0.2,NA,NA,NA,NA
2000,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0,NA,NA,NA,NA
2001,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0,NA,NA,NA,NA
2002,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0,NA,NA,NA,NA
2003,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,7,NA,NA,NA,NA
2004,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0.5,NA,NA,NA,NA
2005,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,40,NA,NA,NA,NA
2006,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0,NA,NA,NA,NA
2007,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0.5,NA,NA,NA,NA
2008,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0,NA,NA,NA,NA
2009,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,NA,12,NA,NA,NA,NA
2011,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,NA,75,NA,NA,NA,NA
2014,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,55,NA,NA,NA,NA
2016,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0,NA,NA,NA,NA
2017,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,38,NA,NA,NA,NA
2018,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,0,0,NA,NA,NA,NA
2019,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,5,6.666666667,NA,3.05,5.07,4.035
2021,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,5,0,NA,3.05,5.07,4.035
2022,GD,JUMO,2.2,2,2,4964,n,M,NA,NA,5,0,NA,3.05,5.07,4.035
2023,GD,JUMO,2.2,2,2,4964,n,O,NA,NA,0,153.75,NA,NA,NA,NA
1997,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,NA,NA,NA,NA,NA
1998,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,370,NA,NA,NA,NA
1999,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,0.1,NA,NA,NA,NA
2000,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,2,NA,NA,NA,NA
2001,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,0,NA,NA,NA,NA
2002,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,0,NA,NA,NA,NA
2003,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,150,NA,NA,NA,NA
2004,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,0,NA,NA,NA,NA
2005,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,220,NA,NA,NA,NA
2006,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,7,NA,NA,NA,NA
2007,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,9,NA,NA,NA,NA
2008,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,0,NA,NA,NA,NA
2009,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,NA,30,NA,NA,NA,NA
2011,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,NA,80,NA,NA,NA,NA
2014,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,85,NA,NA,NA,NA
2016,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,0,NA,NA,NA,NA
2017,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,30,NA,NA,NA,NA
2018,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,0,0,NA,NA,NA,NA
2019,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,10,10.33333333,NA,2.5,4.425,3.59
2021,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,10,1,NA,2.5,4.425,3.59
2022,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,10,0,NA,2.5,4.425,3.59
2023,GD,JUMO,2.2,2,2,4966,n,M,NA,NA,5,141.75,NA,NA,NA,NA
1997,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,NA,NA,NA,NA,NA
1998,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,NA,NA,NA,NA,NA
1999,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2000,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2001,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,10,NA,NA,NA,NA
2002,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2003,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2004,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,18,NA,NA,NA,NA
2005,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2006,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2007,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,22,NA,NA,NA,NA
2008,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2009,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2010,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,6,NA,NA,NA,NA
2011,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2012,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2013,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2014,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2015,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2016,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2017,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2018,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2019,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,NA,NA,NA,NA,NA
2020,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,NA,NA,NA,NA,NA
2021,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2022,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,0,NA,NA,NA,NA
2023,GD,QUTU2,2.2,2,2,4967,n,NA,4.7,PN 4968,NA,NA,NA,NA,NA,NA
1997,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,NA,NA,NA,NA,NA
1998,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,250,NA,NA,NA,NA
1999,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0.1,NA,NA,NA,NA
2000,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0.1,NA,NA,NA,NA
2001,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0.1,NA,NA,NA,NA
2002,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0,NA,NA,NA,NA
2003,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,12,NA,NA,NA,NA
2004,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0,NA,NA,NA,NA
2005,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,130,NA,NA,NA,NA
2006,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,2,NA,NA,NA,NA
2007,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,55,NA,NA,NA,NA
2008,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,1.5,NA,NA,NA,NA
2009,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,NA,0,NA,NA,NA,NA
2010,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,NA,5,NA,NA,NA,NA
2011,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,NA,0,NA,NA,NA,NA
2012,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,NA,0,NA,NA,NA,NA
2013,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,NA,25,NA,NA,NA,NA
2014,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,NA,0,NA,NA,NA,NA
2015,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,45,NA,NA,NA,NA
2016,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0,NA,NA,NA,NA
2017,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0,NA,NA,NA,NA
2018,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,0,0,NA,NA,NA,NA
2019,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,NA,NA,NA,NA,NA,NA
2020,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,40,51.33333333,NA,2.85,4.055,3.04
2021,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,40,3.333333333,NA,2.85,4.055,3.04
2022,GD,JUMO,2.2,2,2,4970,n,M,NA,S Slope,40,0,NA,2.85,4.055,3.04
2023,GD,JUMO,2.2,2,2,4970,n,O,NA,S Slope,15,74.75,NA,NA,NA,NA
1997,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,NA,NA,NA,NA,NA
1998,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,90,NA,NA,NA,NA
1999,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0.1,NA,NA,NA,NA
2000,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2001,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2002,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2003,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2004,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2005,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,40,NA,NA,NA,NA
2006,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,8,NA,NA,NA,NA
2007,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0.2,NA,NA,NA,NA
2008,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2009,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,NA,3,NA,NA,NA,NA
2011,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2013,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,35,NA,NA,NA,NA
2016,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2017,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,12,NA,NA,NA,NA
2018,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,0,NA,NA,NA,NA
2019,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,10,5,NA,1.93,2.28,2.19
2021,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,10,0.666666667,NA,1.93,2.28,2.19
2022,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,10,0,NA,1.93,2.28,2.19
2023,GD,JUMO,2.2,2,2,4971,n,Y,NA,NA,0,9.75,NA,NA,NA,NA
1997,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,NA,NA,NA,NA,NA
1998,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,NA,NA,NA,NA,NA
1999,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,0,NA,NA,NA,NA
2000,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,0,NA,NA,NA,NA
2001,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,1,NA,NA,NA,NA
2002,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,0,NA,NA,NA,NA
2003,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,0,NA,NA,NA,NA
2004,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,3,NA,NA,NA,NA
2005,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,0,NA,NA,NA,NA
2006,GD,QUTU2,2.2,2,2,4976,n,NA,11.1,NA,NA,0,NA,NA,NA,NA
